source_type,source_title,source_url,year_or_volume,subject,question_no,question_type,stem,option_A,option_B,option_C,option_D,correct_answer,explanation,knowledge_tags,options
exercise,CPU,http://www.csgraduates.com/study_methods/exercise/architecture/cpu/,CPU,,28,unknown,对于一个具有单个中断请求线和单个中断授权线的 CPU，以下哪一项是正确的？（ ）,既不可能实现向量中断，也不可能有多个中断设备,不可能实现向量中断，但可以有多个中断设备,向量中断和多个中断设备都可以实现,可以实现向量中断，但不可能有多个中断设备,C,"解析：
单个中断请求线（INTR）和授权线（INTA）的 CPU 仍可通过
中断控制器
或
优先级编码器
实现多个中断设备的接入。
向量中断的关键在于设备能直接提供中断服务程序入口地址，而非依赖物理线路数量。
因此，即使只有一对中断线，也能通过硬件逻辑支持
多个中断源
和
向量中断机制
。",CPU,"{""A"": ""既不可能实现向量中断，也不可能有多个中断设备"", ""B"": ""不可能实现向量中断，但可以有多个中断设备"", ""C"": ""向量中断和多个中断设备都可以实现"", ""D"": ""可以实现向量中断，但不可能有多个中断设备""}"
exercise,CPU,http://www.csgraduates.com/study_methods/exercise/architecture/cpu/,CPU,,30,unknown,"一个 CPU 仅有三条指令 I1、I2 和 I3，在时间步长 T1-T5 中使用如下信号：
T1: Ain, Bout, Cin
T2: PCout, Bin
T3: Zout, Ain
T4: Bin, Cout
T5: End
I1
T1: Cin, Bout, Din
T2: Aout, Bin
T3: Zout, Ain
T4: Bin, Cout
T5: End
I2
T1: Din, Aout
T2: Ain, Bout
T3: Zout, Ain
T4: Dout, Ain
T5: End
I3
以下哪项逻辑函数将生成信号 Ain 的硬连线控制？（ ）",T1·I1 + T2·I3 + T4·I3 + T3,(T1 + T2 + T3)·I3 + T1·I1,(T1 + T2 )·I1 + (T2 + T4)·I3 + T3,(T1 + T2 )·I2 + (T1 + T3)·I1 + T3,A,"解析
根据各指令对 Ain 信号的使用情况分析：
I1
在 T1 和 T3 触发 Ain
I2
仅在 T3 触发 Ain
I3
在 T2 和 T4 触发 Ain
选项 A（
T1·I1 + T2·I3 + T4·I3 + T3
）完整覆盖了所有触发 Ain 的情况：
T1·I1
对应 I1 的 T1 阶段
T2·I3
对应 I3 的 T2 阶段
T4·I3
对应 I3 的 T4 阶段
T3
则统一处理 I1/I2/I3 的 T3 阶段（三者均在 T3 触发 Ain）
其他选项均存在遗漏或冗余条件。",CPU,"{""A"": ""T1·I1 + T2·I3 + T4·I3 + T3"", ""B"": ""(T1 + T2 + T3)·I3 + T1·I1"", ""C"": ""(T1 + T2 )·I1 + (T2 + T4)·I3 + T3"", ""D"": ""(T1 + T2 )·I2 + (T1 + T3)·I1 + T3""}"
exercise,CPU,http://www.csgraduates.com/study_methods/exercise/architecture/cpu/,CPU,,31,unknown,"一个硬连线 CPU 在各个时间步长 T1 到 T5 中使用 10 个控制信号 S1 到 S10 来实现 4 条指令 I1 到 I4，如下所示。以下哪一对表达式分别表示生成控制信号 S5 和 S10 的电路？
T1
T2
T3
T4
T5
I1
S1, S3, S5
S2, S4, S6
S1, S7
S10
S3, S8
I2
S1, S3, S5
S8, S9, S10
S5, S6, S7
S6
S10
I3
S1, S3, S5
S7, S8, S10
S2, S6, S9
S10
S1, S3
I4
S1, S3, S5
S2, S6, S7
S5, S10
S6, S9
S10
（(Ij+Ik)Tn 表示如果正在执行的指令是 Ij 或 Ik，则应在时间步长 Tn 生成控制信号）",S5=T1+I2⋅T3 和 S10=(I1+I3)⋅T4+(I2+I4)⋅T5,S5=T1+(I2+I4)⋅T3 和 S10=(I1+I3)⋅T4+(I2+I4)⋅T5,S5=T1+(I2+I4)⋅T3 和 S10=(I2+I3+I4)⋅T2+(I1+I3)⋅T4+(I2+I4)⋅T5,S5=T1+(I2+I4)·T3 和 S10=(I2+I3)·T2+I4·T3+(I1+I3)·T4+(I2+I4)·T5,D,"选项 D 正确
。根据题目描述：
S5 的生成条件
：
始终在 T1 时钟周期有效（对应所有指令）
在 I2 和 I4 指令的 T3 阶段有效
S10 的生成条件
：
在 I2 和 I3 指令的 T2 阶段有效
在 I4 指令的 T3 阶段有效
在 I1 和 I3 指令的 T4 阶段有效
在 I2 和 I4 指令的 T5 阶段有效
选项 D 完整覆盖了上述所有条件，其他选项均存在部分时间步长或指令组合缺失的情况。",CPU,"{""A"": ""S5=T1+I2⋅T3 和 S10=(I1+I3)⋅T4+(I2+I4)⋅T5"", ""B"": ""S5=T1+(I2+I4)⋅T3 和 S10=(I1+I3)⋅T4+(I2+I4)⋅T5"", ""C"": ""S5=T1+(I2+I4)⋅T3 和 S10=(I2+I3+I4)⋅T2+(I1+I3)⋅T4+(I2+I4)⋅T5"", ""D"": ""S5=T1+(I2+I4)·T3 和 S10=(I2+I3)·T2+I4·T3+(I1+I3)·T4+(I2+I4)·T5""}"
exercise,CPU,http://www.csgraduates.com/study_methods/exercise/architecture/cpu/,CPU,,32,unknown,"某处理器的指令集有 125 个信号，这些信号可以分为 5 组互斥信号：
第 1 组：20 个信号，
第 2 组：70 个信号，
第 3 组：2 个信号，
第 4 组：10 个信号，
第 5 组：23 个信号。
使用垂直微编程相比水平微编程可节省多少控制字的位数？（ ）",0,103,22,55,B,"在水平微编程中，每个控制信号由微指令中的 1 位表示。因此，水平微编程所需的控制字总位数为：
20 + 70 + 2 + 10 + 23 = 125 位
在垂直微编程中，n 个控制信号通过 log₂n 位进行编码。具体计算如下：
第 1 组：log₂20 ≈ 5 位
第 2 组：log₂70 ≈ 7 位
第 3 组：log₂2 = 1 位
第 4 组：log₂10 ≈ 4 位
第 5 组：log₂23 ≈ 5 位
垂直微编程所需总位数为：5 + 7 + 1 + 4 + 5 = 22 位
因此，节省的位数为 125 - 22 = 103 位。选项 (B) 正确。",CPU,"{""A"": ""0"", ""B"": ""103"", ""C"": ""22"", ""D"": ""55""}"
exercise,CPU,http://www.csgraduates.com/study_methods/exercise/architecture/cpu/,CPU,,33,unknown,考虑一个 CPU，其中所有指令需要 7 个时钟周期才能完成执行。该指令集包含 140 条指令。发现控制单元需要生成 125 个控制信号。在设计水平微程序控制单元时，分支控制逻辑使用单地址字段格式。控制字和控制地址寄存器的最小尺寸是多少？（ ）,"125, 7","125, 10","135, 7","135, 10",D,"每条指令需要 7 个周期 → 140 条指令总共需要
140
×
7
=
980
个周期
控制地址寄存器需满足
2
m
≥
980
→ 最小
m
=
10
位
控制字由两部分组成：
125 位用于表示控制信号
10 位用于地址字段
因此控制字总长度为
125
+
10
=
135
位
最终结果为
135 位控制字
和
10 位控制地址寄存器",CPU,"{""A"": ""125, 7"", ""B"": ""125, 10"", ""C"": ""135, 7"", ""D"": ""135, 10""}"
exercise,CPU,http://www.csgraduates.com/study_methods/exercise/architecture/cpu/,CPU,,34,unknown,将以下 CPU 配置按操作速度从高到低排序：硬布线控制、垂直微编程、水平微编程（ ）,硬布线控制，垂直微编程，水平微编程。,硬布线控制，水平微编程，垂直微编程。,水平微编程，垂直微编程，硬布线控制。,垂直微编程，水平微编程，硬布线控制。,B,"解析：
硬布线控制
：基于纯硬件实现，无需软件干预，执行效率最高。
水平微编程
：控制信号直接以并行方式表示，无需解码操作，速度优于垂直微编程。
垂直微编程
：通过编码压缩控制信号（节省存储），但需额外解码步骤，速度最慢。
结论：
操作速度排序为：
硬布线控制 > 水平微编程 > 垂直微编程",CPU,"{""A"": ""硬布线控制，垂直微编程，水平微编程。"", ""B"": ""硬布线控制，水平微编程，垂直微编程。"", ""C"": ""水平微编程，垂直微编程，硬布线控制。"", ""D"": ""垂直微编程，水平微编程，硬布线控制。""}"
exercise,CPU,http://www.csgraduates.com/study_methods/exercise/architecture/cpu/,CPU,,35,unknown,以下哪项是正确的？（ ）,除非启用中断使能标志，否则 CPU 无法处理中断。,循环指令在完成前不能被中断。,处理器在执行新指令前会检查中断。,微处理器中只能有电平触发的中断。,A,"现代 CPU 通常具有一个中断使能标志（Interrupt Enable Flag）
该标志未设置时，CPU 将忽略所有中断请求。只有当该标志被设置为允许状态时，CPU 才会响应和处理中断。
选项 B 错误
某些架构支持中断抢占循环（如 x86 架构中的中断优先级机制），并非所有循环指令都无法被中断。
选项 C 描述的是中断检查时机
但并非所有处理器都采用“执行新指令前检查中断”的设计（如某些 RISC 架构在流水线阶段检查中断）。
选项 D 错误
微处理器同时支持边沿触发和电平触发两种中断方式（如 ARM 架构的中断控制器支持混合模式）。",CPU,"{""A"": ""除非启用中断使能标志，否则 CPU 无法处理中断。"", ""B"": ""循环指令在完成前不能被中断。"", ""C"": ""处理器在执行新指令前会检查中断。"", ""D"": ""微处理器中只能有电平触发的中断。""}"
exercise,CPU,http://www.csgraduates.com/study_methods/exercise/architecture/cpu/,CPU,,36,unknown,以下哪台超级计算机是最快的超级计算机（ ）？,太湖之光,泰坦,皮兹·戴恩特,序列亚,A,"“神威·太湖之光”被命名为世界上最快的超级计算机，其运行速度可达 93 PFLOPS。
泰坦超级计算机的速度为 27 PFLOPS 理论峰值。
皮兹·戴恩特超级计算机的速度为 25.326 PFLOPS。
序列亚超级计算机的速度为 20.13 PFLOPS。
因此，选项（A）正确。",CPU,"{""A"": ""太湖之光"", ""B"": ""泰坦"", ""C"": ""皮兹·戴恩特"", ""D"": ""序列亚""}"
exercise,CPU,http://www.csgraduates.com/study_methods/exercise/architecture/cpu/,CPU,,37,unknown,根据 Amdahl 定律，如果程序的 5% 是顺序执行的，其余部分理想并行，使用无限进程数时能获得多少加速比？（ ）,无限,5,20,50,C,"解析：
根据 Amdahl 定律，无限进程数的加速比公式为：
S
=
1
−
P
1
​
其中
P
表示程序的并行部分比例。
确定参数
程序的顺序部分占比为 5%，即
1
−
P
=
0.05
，因此并行部分
P
=
1
−
0.05
=
0.95
。
代入公式计算
S
=
1
−
0.95
1
​
=
0.05
1
​
=
20
结论
最大理论加速比为 20，因此选项 (C) 正确。",CPU,"{""A"": ""无限"", ""B"": ""5"", ""C"": ""20"", ""D"": ""50""}"
exercise,CPU,http://www.csgraduates.com/study_methods/exercise/architecture/cpu/,CPU,,38,unknown,以下哪项是正确的陈述？（ ）,在内存映射 I/O 中，CPU 可以操作接口寄存器中的 I/O 数据，这些寄存器不用于操作内存字。,独立 I/O 方法将内存和 I/O 地址隔离，因此内存地址范围不受接口地址分配的影响。,在异步串行数据传输中，两个设备共享一个公共时钟。,在同步串行数据传输中，两个设备具有不同的时钟。,B,"独立 I/O 方法
：通过隔离内存和 I/O 地址空间，确保内存地址范围不会受到接口地址分配影响
内存映射 I/O (Memory-mapped I/O)
：使用相同的地址空间来访问内存和 I/O 设备
异步串行传输
：两个设备不共享公共时钟
同步串行传输
：两个设备共享公共时钟
参考：I/O 接口。选项 B 正确。",CPU,"{""A"": ""在内存映射 I/O 中，CPU 可以操作接口寄存器中的 I/O 数据，这些寄存器不用于操作内存字。"", ""B"": ""独立 I/O 方法将内存和 I/O 地址隔离，因此内存地址范围不受接口地址分配的影响。"", ""C"": ""在异步串行数据传输中，两个设备共享一个公共时钟。"", ""D"": ""在同步串行数据传输中，两个设备具有不同的时钟。""}"
exercise,CPU,http://www.csgraduates.com/study_methods/exercise/architecture/cpu/,CPU,,39,unknown,若高速缓存的访问时间为 30 纳秒，主存储器的访问时间为 150 纳秒，则 CPU 的平均访问时间是多少？（假设命中率为 80%）（ ）,60,30,150,70,A,"解析：
高速缓存命中率
H
_
cache
=
0.8
高速缓存访问时间
T
_
cache
=
30
ns
主存储器访问时间
T
_
memory
=
150
ns
计算公式：
CPU
访问时间
=
H
cache
​
×
T
cache
​
+
(
1
−
H
cache
​
)
×
(
T
cache
​
+
T
memory
​
)
代入数值：
=
0.8
×
30
+
0.2
×
(
30
+
150
)
=
24
+
36
=
60
ns
因此，选项
(A)
正确。",CPU,"{""A"": ""60"", ""B"": ""30"", ""C"": ""150"", ""D"": ""70""}"
exercise,CPU,http://www.csgraduates.com/study_methods/exercise/architecture/cpu/,CPU,,40,unknown,要提供 256K 字节的内存容量，需要多少个 32K×1 的 RAM 芯片？（ ）,8,32,64,128,C,"解析：
单位换算与需求分析
目标容量：256 KB = 256 × 1024 字节 = 256 × 1024 × 8 位
单个芯片容量：32 KB × 1 位 = 32 × 1024 位
计算芯片数量
所需芯片数
=
单个芯片位数
总需求位数
​
=
32
×
1024
256
×
1024
×
8
​
=
64
结论
需要
64
个 32K×1 的 RAM 芯片，选项 (C) 正确。",CPU,"{""A"": ""8"", ""B"": ""32"", ""C"": ""64"", ""D"": ""128""}"
exercise,CPU,http://www.csgraduates.com/study_methods/exercise/architecture/cpu/,CPU,,41,unknown,用于存储屏蔽中断所需位的寄存器是（ ）。,状态寄存器,中断服务寄存器,中断屏蔽寄存器,中断请求寄存器,C,"用于存储屏蔽中断所需位的寄存器是中断屏蔽寄存器。
用于存储状态所需位的寄存器是状态寄存器
用于存储中断服务所需位的寄存器是中断服务寄存器
用于存储中断请求所需位的寄存器是中断请求寄存器
因此，选项 (C) 正确。",CPU,"{""A"": ""状态寄存器"", ""B"": ""中断服务寄存器"", ""C"": ""中断屏蔽寄存器"", ""D"": ""中断请求寄存器""}"
exercise,CPU,http://www.csgraduates.com/study_methods/exercise/architecture/cpu/,CPU,,42,unknown,在（ ）地址寻址方式中，操作数存储在内存中。对应内存地址由指令中指定的寄存器提供。,寄存器直接,寄存器间接,基址变址,位移,B,"解析：
在寄存器间接寻址方式中，操作数存储在内存中，其内存地址由指令中指定的寄存器提供。
更多相关信息可参考：Addressing Modes。
正确答案为
(B)
。",CPU,"{""A"": ""寄存器直接"", ""B"": ""寄存器间接"", ""C"": ""基址变址"", ""D"": ""位移""}"
exercise,CPU,http://www.csgraduates.com/study_methods/exercise/architecture/cpu/,CPU,,43,unknown,在并行化的情况下，Amdahl 定律指出，如果 P 是程序中可以并行化的比例，而 (1 - P) 是无法并行化的比例，那么使用 N 个处理器所能达到的最大加速比是（ ）。,"(
1
−
P
)
+
N
⋅
P
1
​","(
N
−
1
)
⋅
P
+
P
1
​","(
1
−
P
)
+
N
P
​
1
​","P
+
N
1
−
P
​
1
​",C,"Amdahl 定律指出，如果 P 是程序中可以并行化的比例，而 (1 - P) 是无法并行化的比例，那么使用 N 个处理器所能达到的最大加速比是：
最大加速比
=
(
1
−
P
)
+
N
P
​
1
​
因此选项 (C) 正确。",CPU,"{""A"": ""(\n1\n−\nP\n)\n+\nN\n⋅\nP\n1\n​"", ""B"": ""(\nN\n−\n1\n)\n⋅\nP\n+\nP\n1\n​"", ""C"": ""(\n1\n−\nP\n)\n+\nN\nP\n​\n1\n​"", ""D"": ""P\n+\nN\n1\n−\nP\n​\n1\n​""}"
exercise,CPU,http://www.csgraduates.com/study_methods/exercise/architecture/cpu/,CPU,,44,unknown,在哪种寻址方式中，操作数的有效地址是通过将寄存器的内容与一个常量值相加生成的？（ ）,绝对寻址方式,间接寻址方式,立即寻址方式,变址寻址方式,D,"在变址寻址方式（Index mode）中，有效地址由寄存器内容（基地址）和指令中的位移量（常量）相加得到。其他选项特性如下：
绝对寻址方式
：直接使用指令中的地址值作为有效地址
间接寻址方式
：寄存器或内存单元存储的是操作数地址的指针
立即寻址方式
：操作数直接包含在指令中，无需地址计算",CPU,"{""A"": ""绝对寻址方式"", ""B"": ""间接寻址方式"", ""C"": ""立即寻址方式"", ""D"": ""变址寻址方式""}"
exercise,CPU,http://www.csgraduates.com/study_methods/exercise/architecture/cpu/,CPU,,45,unknown,将外围设备连接到总线的设备被称为（ ）,控制寄存器,接口,通信协议,以上都不是,B,"解析：
接口是用于将外围设备连接到总线的设备。
因此，选项 (B) 是正确的。",CPU,"{""A"": ""控制寄存器"", ""B"": ""接口"", ""C"": ""通信协议"", ""D"": ""以上都不是""}"
exercise,CPU,http://www.csgraduates.com/study_methods/exercise/architecture/cpu/,CPU,,46,unknown,内存地址寄存器（MAR）（ ）,是表示当前正在执行的指令位置的硬件存储设备,是一组电路，用于执行从内存中获取的指令意图,包含要从中读取或写入数据的内存地址,包含在“读”操作后由 MAR 指定的内存位置的副本，或在“写”操作前内存的新内容,C,"功能解析
内存地址寄存器（MAR）是 CPU 中的寄存器
主要作用：存储将从内存中提取数据的地址
或存储将数据发送并保存到的目标地址
选项分析
选项（C）准确描述了 MAR 的核心功能
其他选项均未正确反映 MAR 的实际用途",CPU,"{""A"": ""是表示当前正在执行的指令位置的硬件存储设备"", ""B"": ""是一组电路，用于执行从内存中获取的指令意图"", ""C"": ""包含要从中读取或写入数据的内存地址"", ""D"": ""包含在“读”操作后由 MAR 指定的内存位置的副本，或在“写”操作前内存的新内容""}"
exercise,CPU,http://www.csgraduates.com/study_methods/exercise/architecture/cpu/,CPU,,47,unknown,在大端系统（Big-Endian）中，计算机存储数据的方式是（ ）：,将数据的最高有效位（MSB）存储在数据单元的最低内存地址,将数据的最低有效位（LSB）存储在数据单元的最低内存地址,将数据的最高有效位（MSB）存储在数据单元的最高内存地址,将数据的最低有效位（LSB）存储在数据单元的最高内存地址,A,"解析：
大端序（Big-endian）是一种存储顺序，其中序列中的“大端”即最重要的值会首先存储在最低的存储地址中。
以 32 位整数
0x12345678
为例：
内存地址
存储内容
0x1000
0x12
0x1001
0x34
0x1002
0x56
0x1003
0x78
这种存储方式与人类书写数字的习惯一致（如十进制数从左到右按高位到低位排列），因此选项 (A) 是正确的。",CPU,"{""A"": ""将数据的最高有效位（MSB）存储在数据单元的最低内存地址"", ""B"": ""将数据的最低有效位（LSB）存储在数据单元的最低内存地址"", ""C"": ""将数据的最高有效位（MSB）存储在数据单元的最高内存地址"", ""D"": ""将数据的最低有效位（LSB）存储在数据单元的最高内存地址""}"
exercise,CPU,http://www.csgraduates.com/study_methods/exercise/architecture/cpu/,CPU,,48,unknown,"一台字节可寻址的计算机具有 2
m
KB 的内存容量，可以执行 2
n
种操作。包含三个操作数和一个操作码的指令最多需要（ ）。",3m 位,3m + n 位,m + n 位,以上都不是,C,"解析
每个操作数需要
m
位（因为内存地址空间为
2
m
个地址）
操作码需要
n
位（因为操作种类为
2
n
种）
总长度为
3
m
+
n
位",CPU,"{""A"": ""3m 位"", ""B"": ""3m + n 位"", ""C"": ""m + n 位"", ""D"": ""以上都不是""}"
exercise,CPU,http://www.csgraduates.com/study_methods/exercise/architecture/cpu/,CPU,,49,unknown,"CISC 和 RISC 处理器的主要区别在于，RISC 处理器通常：
（ ）
a) 指令数量更少
b) 地址模式更少
c) 寄存器更多
d) 更容易使用硬连线控制逻辑实现",a 和 b,b 和 c,a 和 d,a、b、c 和 d,D,"解析
：
RISC（精简指令集计算机）的设计理念是通过简化指令集和地址模式来提高执行效率。其特点包括：
指令数量更少
（a 正确）
RISC 仅保留最常用的基本指令，减少复杂度。
地址模式更少
（b 正确）
简化寻址方式以加快指令解码和执行速度。
寄存器更多
（c 正确）
增加通用寄存器数量可减少对内存的访问需求。
硬连线控制逻辑更易实现
（d 正确）
RISC 的规则化指令格式使其更适合用硬连线逻辑而非微码实现。",CPU,"{""A"": ""a 和 b"", ""B"": ""b 和 c"", ""C"": ""a 和 d"", ""D"": ""a、b、c 和 d""}"
exercise,CPU,http://www.csgraduates.com/study_methods/exercise/architecture/cpu/,CPU,,50,unknown,"如果一条指令需要
i
微秒，而页面错误额外需要
j
微秒，则平均每执行
k
条指令发生一次页面错误时的有效指令时间是（ ）：","i
+
k
j
​","i
+
j
×
k","k
i
+
j
​","(
i
+
j
)
×
k",A,"解析
每执行
k
条指令发生一次页面错误，因此每次页面错误分摊到每条指令的时间是
k
j
​
微秒。
有效指令时间由两部分组成：
原始指令时间
i
页面错误分摊时间
k
j
​
总时间为
i
+
k
j
​",CPU,"{""A"": ""i\n+\nk\nj\n​"", ""B"": ""i\n+\nj\n×\nk"", ""C"": ""k\ni\n+\nj\n​"", ""D"": ""(\ni\n+\nj\n)\n×\nk""}"
exercise,CPU,http://www.csgraduates.com/study_methods/exercise/architecture/cpu/,CPU,,51,unknown,一个微程序控制单元需要生成总共 25 个控制信号。假设在任何微指令中，最多有两个控制信号处于激活状态。生成所需控制信号所需的控制字中，最少需要的位数是（ ）。,2,2.5,10,12,C,"解析
正确答案：C. 10 位
计算逻辑
单个控制信号编码：
⌈
lo
g
2
​
25
⌉
=
5
位（2⁵=32 ≥25）
双信号组合编码：
第一组 5 位表示首个激活信号
第二组 5 位表示次级激活信号（含""无信号""状态）
总位数：
5
+
5
=
10
位
设计依据
通过双字段编码方式，既能覆盖所有单信号/双信号组合（共
25
+
(
2
25
​
)
=
325
种情况），又避免了传统一位有效编码所需的 25 位开销。",CPU,"{""A"": ""2"", ""B"": ""2.5"", ""C"": ""10"", ""D"": ""12""}"
exercise,CPU,http://www.csgraduates.com/study_methods/exercise/architecture/cpu/,CPU,,52,unknown,启用超线程技术的计算机中，包含两个物理四核芯片时，其逻辑 CPU 的数量为（ ）：,1,2,8,16,D,"计算逻辑
每个物理 CPU 在启用超线程时对应
2 个逻辑 CPU
。
共有 2 个四核芯片，因此：
物理 CPU 总数 = 2 × 4 = 8
8 个物理 CPU 对应的逻辑 CPU 数 = 8 × 2 = 16
关键概念
多核处理器是单个硬件单元（“一个处理器”），其内部包含多个可并发工作的核心。
因此，选项 (D) 正确。",CPU,"{""A"": ""1"", ""B"": ""2"", ""C"": ""8"", ""D"": ""16""}"
exercise,CPU,http://www.csgraduates.com/study_methods/exercise/architecture/cpu/,CPU,,53,unknown,微程序是（ ）,微型计算机中源程序的名称,定义响应机器语言指令的各个操作的一组微指令,汇编语言编程中使用的宏的一种原始形式,非常小的机器代码段,B,"解析：
微程序是一组存储在控制存储器中的微指令序列，其核心作用是实现机器指令的功能。
它通过将复杂的机器指令分解为一系列基本的微操作（由微指令控制），从而协调底层硬件操作。
这种设计使得计算机能够高效地执行各种指令。
选项 B
准确描述了这一概念。",CPU,"{""A"": ""微型计算机中源程序的名称"", ""B"": ""定义响应机器语言指令的各个操作的一组微指令"", ""C"": ""汇编语言编程中使用的宏的一种原始形式"", ""D"": ""非常小的机器代码段""}"
exercise,CPU,http://www.csgraduates.com/study_methods/exercise/architecture/cpu/,CPU,,54,unknown,"考虑以下微操作序列：
MBR ← PC
MAR ← X
PC ← Y
Memory ← MBR
下列哪一项是该序列可能执行的操作？（ ）",指令获取,操作数获取,条件分支,中断服务的启动,D,"MBR
- 内存缓冲寄存器（存储与主存之间传输的数据）
MAR
- 内存地址寄存器（保存需要访问数据的内存地址）
PC
- 程序计数器（保存当前正在执行的指令地址）
第一条指令将 PC 的值放入 MBR
第二条指令将地址 X 放入 MAR
第三条指令将地址 Y 放入 PC
第四条指令将 MBR 的值（即旧的 PC 值）写入内存
关键分析：
控制流是非顺序的（PC 被更新为 Y）
旧 PC 值被存储到内存中（用于中断返回）
典型中断处理特征：
X 可能是保存中断服务程序起始地址的位置
Y 是中断服务程序的起始地址
排除选项分析：
条件分支（C）
：仅需更新 PC，无需存储旧值
指令获取/操作数获取（A/B）
：PC 不会被存储到内存
结论：
此序列完整体现了中断处理时保存返回地址的机制，因此选
D",CPU,"{""A"": ""指令获取"", ""B"": ""操作数获取"", ""C"": ""条件分支"", ""D"": ""中断服务的启动""}"
exercise,CPU,http://www.csgraduates.com/study_methods/exercise/architecture/cpu/,CPU,,55,unknown,"在一种
仅支持寄存器作为操作数
的处理器上执行以下代码段。该处理器的每条指令最多可包含两个源操作数和一个目标操作数。假设在此代码段执行完毕后，所有变量都不再使用。
c
=
a
+
b
;
d
=
c
*
a
;
e
=
c
+
a
;
x
=
c
*
c
;
if
(
x
>
a
)
{
y
=
a
*
a
;
}
else
{
d
=
d
*
d
;
e
=
e
*
e
;
}
假设处理器仅有两个通用寄存器，并且编译器唯一允许的优化是代码移动（code motion），即在不改变程序语义的前提下移动指令位置。请问，在编译生成的代码中，最少需要进行多少次存储器溢出（即中间结果需要写入内存）？（ ）",0,1,2,3,B,"解析
r1: a, r2: b → c = a + b
r1: a, r2: c → x = c * c
r1: a, r2: x → 必须将 c 存入内存（因无法预知 x > a 的分支）
r1: y, r2: x → y = a * a
最佳情况下的最小溢出次数为 1 次（当执行 x > a 分支时）
由于只有两个寄存器可用，在计算
x = c * c
后，若要继续执行后续逻辑，必须将中间结果
c
存入内存以腾出寄存器空间。这是唯一不可避免的存储器溢出操作。",CPU,"{""A"": ""0"", ""B"": ""1"", ""C"": ""2"", ""D"": ""3""}"
exercise,CPU,http://www.csgraduates.com/study_methods/exercise/architecture/cpu/,CPU,,56,unknown,"延续上一题的情境，考虑如下代码段在同样的处理器上执行：
c
=
a
+
b
;
d
=
c
*
a
;
e
=
c
+
a
;
x
=
c
*
c
;
if
(
x
>
a
)
{
y
=
a
*
a
;
}
else
{
d
=
d
*
d
;
e
=
e
*
e
;
}
假设处理器的指令集架构只支持寄存器作为操作数，且不允许任何数据写入内存（即无寄存器溢出）。此外，除了寄存器分配优化外，不允许使用其他优化手段（如代码移动）。
请问，为了顺利编译并执行上述代码段而不发生任何内存溢出，处理器至少需要配备多少个通用寄存器？（ ）",3,4,5,6,B,"注意
：在解决上述问题时不允许进行代码移动。因此，我们需要逐行分析代码，并确定执行上述代码片段所需的寄存器数量。
分析过程
：
假设寄存器编号为 r1、r2、r3 和 r4
通过逐行分析代码，记录各阶段寄存器占用情况
根据分析结果绘制寄存器使用时间线
关键结论
：
从分析可知，执行该代码片段至少需要
4 个寄存器
才能避免内存溢出。",CPU,"{""A"": ""3"", ""B"": ""4"", ""C"": ""5"", ""D"": ""6""}"
exercise,CPU,http://www.csgraduates.com/study_methods/exercise/architecture/cpu/,CPU,,57,unknown,"考虑一个假设的处理器，其指令为
LW R1, 20(R2)
。在执行过程中，该指令从内存中读取一个 32 位字，并将其存储到 32 位寄存器 R1 中。内存位置的有效地址是通过将常量 20 与寄存器 R2 的内容相加得到的。以下哪项最能反映该指令对内存操作数所采用的寻址模式？（ ）",立即寻址,寄存器寻址,寄存器间接比例寻址,基址变址寻址,D,"解析：
立即寻址
：操作数直接包含在指令中（如
MOV R1, #20
），与本题中通过寄存器计算地址不符。
寄存器寻址
：操作数直接来自寄存器（如
ADD R1, R2
），而本题涉及内存访问。
寄存器间接比例寻址
：通常用于数组访问（如
LW R1, (R2)*4
），需乘法运算，本题仅简单相加。
基址变址寻址
：有效地址 = 基址寄存器 + 偏移量（如
LW R1, 20(R2)
）。本题中 R2 作为基址寄存器，20 为偏移量，符合该模式定义。
该指令的有效地址由两部分组成：
基址（Base）
和
变址（Index）
。
基址
是指令中的常量 20（固定偏移量）
变址
是寄存器 R2 的内容（可变地址）
通过将基址和变址相加得到最终的内存地址，这种寻址方式称为
基址变址寻址（Base Indexed Addressing）
其他选项分析
寻址方式
特征描述
立即寻址
操作数直接包含在指令中
寄存器寻址
操作数直接来自寄存器
寄存器间接比例寻址
需要额外的比例因子（如
4(R2)
）
本题中未涉及比例因子，因此不属于寄存器间接比例寻址范畴",CPU,"{""A"": ""立即寻址"", ""B"": ""寄存器寻址"", ""C"": ""寄存器间接比例寻址"", ""D"": ""基址变址寻址""}"
